51,25,178,25,25,51,204,153,51,25,25,25,51,178,51,25,25,153,204,102,51,25,25,25,127,51,25,25,76,153,204,102,25,25,25,102,51,25,25,25,51,102,204,51,25,25,102,25,25,25,25,25,25,153,204,25,25,76,25,25,25,25,25,25,51,102,25,25,76,25,25,25,76,25,25,25,76,55,25,51,25,25,76,127,25,25,25,25,25,25,51,25,76,153,51,25,25,25,25,25,25;
51,25,178,25,25,51,204,153,51,25,25,25,51,178,51,25,25,153,204,102,51,25,25,25,127,51,25,25,76,153,204,102,25,25,25,102,51,25,25,25,51,102,204,51,25,25,102,25,25,25,25,25,25,153,204,25,25,76,25,25,25,25,25,25,51,102,25,25,76,25,25,25,76,25,25,25,76,55,25,51,25,25,76,127,25,25,25,25,25,25,51,25,76,153,51,25,25,25,25,25,25;
51,25,178,25,25,51,204,153,51,25,25,25,51,178,51,25,25,153,204,102,51,25,25,25,127,51,25,25,76,153,204,102,25,25,25,102,51,25,25,25,51,102,204,51,25,25,102,25,25,25,25,25,25,153,204,25,25,76,25,25,25,25,25,25,51,102,25,25,76,25,25,25,76,25,25,25,76,55,25,51,25,25,76,127,25,25,25,25,25,25,51,25,76,153,51,25,25,25,25,25,25;
51,25,178,25,25,51,204,153,51,25,25,25,51,178,51,25,25,153,204,102,51,25,25,25,127,51,25,25,76,153,204,102,25,25,25,102,51,25,25,25,51,102,204,51,25,25,102,25,25,25,25,25,25,153,204,25,25,76,25,25,25,25,25,25,51,102,25,25,76,25,25,25,76,25,25,25,76,55,25,51,25,25,76,127,25,25,25,25,25,25,51,25,76,153,51,25,25,25,25,25,25;
51,25,178,25,25,51,204,153,51,25,25,25,51,178,51,25,25,153,204,102,51,25,25,25,127,51,25,25,76,153,204,102,25,25,25,102,51,25,25,25,51,102,204,51,25,25,102,25,25,25,25,25,25,153,204,25,25,76,25,25,25,25,25,25,51,102,25,25,76,25,25,25,76,25,25,25,76,55,25,51,25,25,76,127,25,25,25,25,25,25,51,25,76,153,51,25,25,25,25,25,25;
51,25,178,25,25,51,204,153,51,25,25,25,51,178,51,25,25,153,204,102,51,25,25,25,127,51,25,25,76,153,204,102,25,25,25,102,51,25,25,25,51,102,204,51,25,25,102,25,25,25,25,25,25,153,204,25,25,76,25,25,25,25,25,25,51,102,25,25,76,25,25,25,76,25,25,25,76,55,25,51,25,25,76,127,25,25,25,25,25,25,51,25,76,153,51,25,25,25,25,25,25;
51,25,178,25,25,51,204,153,51,25,25,25,51,178,51,25,25,153,204,102,51,25,25,25,127,51,25,25,76,153,204,102,25,25,25,102,51,25,25,25,51,102,204,51,25,25,102,25,25,25,25,25,25,153,204,25,25,76,25,25,25,25,25,25,51,102,25,25,76,25,25,25,76,25,25,25,76,55,25,51,25,25,76,127,25,25,25,25,25,25,51,25,76,153,51,25,25,25,25,25,25;
51,25,178,25,25,51,204,153,51,25,25,25,51,178,51,25,25,153,204,102,51,25,25,25,127,51,25,25,76,153,204,102,25,25,25,102,51,25,25,25,51,102,204,51,25,25,102,25,25,25,25,25,25,153,204,25,25,76,25,25,25,25,25,25,51,102,25,25,76,25,25,25,76,25,25,25,76,55,25,51,25,25,76,127,25,25,25,25,25,25,51,25,76,153,51,25,25,25,25,25,25;
51,25,178,25,25,51,204,153,51,25,25,25,51,178,51,25,25,153,204,102,51,25,25,25,127,51,25,25,76,153,204,102,25,25,25,102,51,25,25,25,51,102,204,51,25,25,102,25,25,25,25,25,25,153,204,25,25,76,25,25,25,25,25,25,51,102,25,25,76,25,25,25,76,25,25,25,76,55,25,51,25,25,76,127,25,25,25,25,25,25,51,25,76,153,51,25,25,25,25,25,25;
51,25,178,25,25,51,204,153,51,25,25,25,51,178,51,25,25,153,204,102,51,25,25,25,127,51,25,25,76,153,204,102,25,25,25,102,51,25,25,25,51,102,204,51,25,25,102,25,25,25,25,25,25,153,204,25,25,76,25,25,25,25,25,25,51,102,25,25,76,25,25,25,76,25,25,25,76,55,25,51,25,25,76,127,25,25,25,25,25,25,51,25,76,153,51,25,25,25,25,25,25;
